town_name,loan_amount_000s,applicant_income_000s,occupied_by_owner,loan_purpose_name,loan_approved,denial_reason,co_applicant_sex,co_applicant_race,applicant_sex,applicant_race,applicant_ethnicity
Coronado,3518.9143730754836,647.5718660739205,1,Refinancing,1,,Female,White,Male,White,Not Hispanic or Latino
Coronado,4014.4358242880844,512.6017232340288,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,2836.3300625405623,525.1318565425613,0,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Coronado,1893.5707682412908,641.6090834908675,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,3563.391698995677,481.61019463163456,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Coronado,2038.5300571203616,697.8007918559097,1,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3359.272534246892,543.2078835187706,1,Home purchase,0,Credit application incomplete,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,3849.8118114305835,576.270720846454,1,Home purchase,1,,Female,Asian,Female,White,Hispanic or Latino
Coronado,2747.0212264991405,731.2811394272853,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Coronado,2963.310494155762,389.9762978909804,1,Home purchase,0,Employment history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,3038.105841185607,623.2672612257406,1,Home improvement,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,3284.1391775354537,454.555883972922,1,Home improvement,0,Credit history,Male,Asian,Male,White,Hispanic or Latino
Coronado,3772.1440212440057,490.4156594011758,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",Female,White,Female,White,Not applicable
Coronado,3791.5145427454654,299.4344382712686,0,Home purchase,1,,No co-applicant,Not applicable,Female,White,Not Hispanic or Latino
Coronado,2122.7381304943865,358.4608377161834,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Coronado,2495.31588176449,296.66049163866626,1,Home purchase,0,Employment history,No co-applicant,No co-applicant,Female,White,Not applicable
Coronado,3370.0799865046292,374.00936530941016,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3682.011066158988,547.3892719532762,1,Home purchase,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3162.4646958842977,525.2299305328714,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Coronado,4874.923938064479,559.6309313601416,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,2784.8396567485374,320.18051590507685,1,Home purchase,0,Collateral,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3558.5941871934187,474.39156953643766,1,Home purchase,0,Debt-to-income ratio,Female,White,Female,Asian,Not Hispanic or Latino
Coronado,4436.933306622205,644.7578468469951,1,Home purchase,1,,No co-applicant,Not applicable,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3161.6771805922904,544.7616142436189,1,Home purchase,0,Other,Female,White,Female,White,Not Hispanic or Latino
Coronado,2583.8006473460737,412.6718990397573,1,Home purchase,0,Debt-to-income ratio,Male,White,Male,White,Not Hispanic or Latino
Coronado,3732.261332210795,590.4333721160372,1,Home purchase,0,Debt-to-income ratio,Female,White,Female,White,Not Hispanic or Latino
Coronado,2143.1678626403777,371.1275476466214,1,Refinancing,0,Other,Female,White,Male,White,Not Hispanic or Latino
Coronado,3462.9373828219886,525.6019767771406,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Coronado,3310.4317700074357,569.7804092386464,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,Asian,Not Hispanic or Latino
Coronado,4492.159510609588,583.9605914054927,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Coronado,1697.527052854291,459.9590045469982,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,4066.195834624212,471.4254352498652,1,Home purchase,0,Unverifiable information,Not applicable,No co-applicant,Male,White,Not Hispanic or Latino
Coronado,3585.4223792323787,482.4507222203933,1,Home purchase,1,,Not applicable,No co-applicant,Male,White,Not Hispanic or Latino
Coronado,4013.230389420349,691.0434733496691,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,2736.8965682711714,338.39441860820375,1,Home purchase,0,Mortgage insurance denied,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,2288.362731860356,458.3838625671035,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,3526.926119758461,432.5434437226991,0,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Coronado,2342.4831475671554,647.6557359978151,1,Home purchase,1,,Female,White,Female,White,Not applicable
Coronado,4066.68030363214,352.5219421266718,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Coronado,1939.2113290049413,478.8114255422331,1,Home purchase,1,,No co-applicant,Not applicable,Female,White,Not Hispanic or Latino
Coronado,3605.339021806851,502.7874879299939,1,Refinancing,0,"Insufficient cash (downpayment, closing costs)","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,3994.5086472145395,372.08791426435977,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Coronado,1538.333498803263,442.81467225804545,0,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Coronado,3881.8929085283908,533.1905523521253,1,Home purchase,1,,No co-applicant,Not applicable,Female,White,Not Hispanic or Latino
Coronado,2432.6348986094367,375.6000283749245,1,Home purchase,0,Debt-to-income ratio,No co-applicant,No co-applicant,Female,White,Hispanic or Latino
Coronado,3554.79636697254,521.1259669687313,0,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not applicable
Coronado,2721.1777971318224,785.7067501065472,1,Home purchase,0,Credit application incomplete,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,1277.1423639224683,931.0391706045134,1,Refinancing,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,1860.6277216657707,354.4635683392134,1,Refinancing,0,Unverifiable information,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,Asian,Not Hispanic or Latino
Coronado,3106.1764661322522,522.7611943131158,1,Refinancing,0,Credit history,Female,Asian,Female,White,Not Hispanic or Latino
Coronado,2650.1025811932236,284.74684845040565,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Coronado,2038.2017329027165,231.76515572661617,1,Home purchase,0,Credit history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3073.1420953499223,352.4907799502033,1,Home purchase,1,,Female,White,Male,White,Not applicable
Coronado,1798.6854144761223,466.1366248321122,1,Home purchase,1,,Female,Asian,Female,White,Not Hispanic or Latino
Coronado,3772.1601543898864,425.6431152313562,1,Home purchase,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3347.80412291438,348.7827034645659,1,Home purchase,1,,Not applicable,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,4274.113412995352,388.5486435996039,1,Home purchase,1,,Female,White,Female,White,Not Hispanic or Latino
Coronado,4026.575776514601,643.817577734339,1,Home purchase,0,Other,Male,White,Male,White,Not Hispanic or Latino
Coronado,3234.8862968210256,476.76213564961836,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,2614.522272703195,479.96888194418756,0,Home improvement,0,Mortgage insurance denied,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,3130.376966494599,659.7087726826311,1,Refinancing,1,,Female,White,Female,White,Not Hispanic or Latino
Coronado,1430.8102998818854,273.02900591028214,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Coronado,2674.575766316188,546.1063025935355,1,Home purchase,1,,Male,White,Female,White,Hispanic or Latino
Coronado,4483.495147820732,304.226672217309,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Coronado,3589.6655950012987,262.4981841725131,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Coronado,3445.7447264127477,396.27013362989413,1,Home purchase,0,Other,Male,White,Female,White,Not Hispanic or Latino
Coronado,4051.666667180287,414.3731557425275,1,Home purchase,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3788.6622096382566,378.6940879425436,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Coronado,2035.6265464397193,313.96776667980396,0,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Coronado,2945.777644762813,591.2204093847342,1,Refinancing,1,,Male,White,Male,White,Not Hispanic or Latino
Coronado,2959.1544949772424,412.03614246490747,1,Home purchase,0,Collateral,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,3970.855754334327,761.615546392348,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,2894.4343081248585,369.4384034310217,1,Home purchase,0,Debt-to-income ratio,Male,White,Female,Asian,Not Hispanic or Latino
Coronado,4061.493700567072,711.8941403345034,1,Home purchase,0,Credit history,No co-applicant,Not applicable,Male,White,Not Hispanic or Latino
Coronado,687.0648726198247,525.3917276624495,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,1909.4431904051085,615.5376952793529,1,Refinancing,0,"Insufficient cash (downpayment, closing costs)",Female,Asian,Female,White,Not applicable
Coronado,2517.510883347332,283.1382439896804,1,Home purchase,0,Other,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Coronado,3610.3783714301358,472.49670664842307,1,Home purchase,1,,No co-applicant,Not applicable,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3373.6372426315606,391.6817676454882,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Coronado,3387.7308719710036,336.0418603193867,1,Home purchase,1,,No co-applicant,No co-applicant,Female,Black or African American,Not Hispanic or Latino
Coronado,1719.411614426096,391.13164640867825,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Coronado,3423.3461109313284,344.6082941386766,1,Home purchase,1,,No co-applicant,No co-applicant,Male,Asian,Not Hispanic or Latino
Coronado,3741.2184216096603,692.93161923345,1,Home purchase,0,Credit history,Male,White,Male,White,Not Hispanic or Latino
Coronado,3012.75640460503,551.4686214257746,1,Refinancing,1,,Male,White,Male,White,Not Hispanic or Latino
Coronado,2867.0143107983317,337.27961745102994,0,Home purchase,0,Credit history,Male,White,Female,White,Not Hispanic or Latino
Coronado,3213.5276658032594,698.9370847425826,1,Home purchase,1,,Female,White,Male,Native Hawaiian or Other Pacific Islander,Not applicable
Coronado,2250.6946899850773,473.7315531604624,1,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Coronado,2843.144219715416,401.7029167682835,1,Home purchase,1,,Male,White,Male,White,Hispanic or Latino
Coronado,2369.776080488109,538.1790735582657,1,Home improvement,1,,Female,White,Female,White,Not applicable
Coronado,4184.32254541671,482.5323830512396,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,4083.3190719871513,480.00188664960757,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,4286.733263107368,668.253308370644,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Coronado,3733.5965531211805,554.3401219922052,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Coronado,2720.319026320935,484.1388171289681,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Coronado,1957.098642982517,577.2461625371642,1,Home purchase,1,,No co-applicant,Not applicable,Male,White,Not Hispanic or Latino
Coronado,3113.255494390892,489.7708544337462,0,Home purchase,1,,Male,White,Female,White,Not applicable
Coronado,2688.0277070617135,654.342816003361,1,Home purchase,0,Credit history,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Coronado,3673.0728069136603,648.1172259132798,1,Home purchase,0,Debt-to-income ratio,Female,White,Female,White,Not Hispanic or Latino
Coronado,1005.3300691386353,804.5314493191419,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Coronado,2406.24959321827,444.0372607603807,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Coronado,3246.663435825194,354.47254512873087,0,Refinancing,0,Collateral,Male,White,Female,White,Not Hispanic or Latino
Coronado,2273.6920519896335,407.24038008787716,1,Home purchase,0,Unverifiable information,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not applicable
Coronado,3237.2436731606304,424.9999528468564,1,Home purchase,1,,No co-applicant,No co-applicant,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3892.813193572519,258.0794398281397,1,Home purchase,0,Credit history,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Coronado,3747.8076348320387,654.8104290376968,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Coronado,3661.404264382626,231.84645485533895,1,Home purchase,1,,Female,White,Female,Asian,Not applicable
Coronado,1969.63864505682,651.2813771720683,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,2926.8419921098766,438.36644565710304,1,Refinancing,1,,Male,White,Female,White,Not Hispanic or Latino
Coronado,4579.377498159056,245.36384923271967,1,Home improvement,0,"Insufficient cash (downpayment, closing costs)",Male,White,Female,Asian,Not Hispanic or Latino
Coronado,2977.7309647017332,442.98652554250145,1,Home purchase,1,,Not applicable,No co-applicant,Male,White,Not Hispanic or Latino
Coronado,4597.703410610513,639.8577874867058,1,Home purchase,1,,Female,White,Female,Asian,Not Hispanic or Latino
Coronado,2168.6937405172253,412.3394976196457,1,Home purchase,1,,Not applicable,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,4773.034101656185,331.42139214467153,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Coronado,2409.112560287173,570.8181801522745,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,2230.2948337899384,565.1032879762868,1,Home purchase,0,Employment history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,2921.0920463393036,469.4944027233108,1,Home purchase,0,Credit history,Female,White,Female,White,Not Hispanic or Latino
Coronado,2690.207963745083,427.6749221477653,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,4347.314650541511,514.8434459203099,1,Home purchase,1,,Female,White,Male,White,Not applicable
Coronado,2882.9287902830356,606.4336242969533,1,Refinancing,1,,Male,White,Female,Black or African American,Not applicable
Coronado,2012.9273973339668,416.82784165357475,1,Home purchase,0,Credit history,Male,White,Male,White,Not Hispanic or Latino
Coronado,2791.424055104283,456.30261943423454,1,Home purchase,0,Debt-to-income ratio,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,2834.318060519883,275.85657647240066,1,Home improvement,0,Other,Female,White,Male,White,Not Hispanic or Latino
Coronado,4152.787104526966,609.5763353652658,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,2837.20259980615,465.1492340954511,0,Home purchase,0,Other,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Coronado,3826.604832188881,256.7589711240959,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,4066.878605013623,443.0250774293501,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Coronado,3908.793619687128,434.94846966308296,1,Home purchase,0,Employment history,Male,White,Male,White,Not Hispanic or Latino
Coronado,2331.854861407798,519.3721913792882,1,Home purchase,1,,Male,White,Male,Asian,Not Hispanic or Latino
Coronado,1784.9825786458675,686.2554729930085,1,Home purchase,0,Debt-to-income ratio,Female,White,Male,White,Not Hispanic or Latino
Coronado,3326.440682905952,510.0398524112551,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Coronado,3871.7809680908103,661.362261622546,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,2727.1115220702372,557.4775442098261,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Coronado,5360.484540044616,287.88418697198483,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,4378.818694718791,469.7707640899363,1,Home improvement,1,,Female,White,Male,White,Not Hispanic or Latino
Coronado,4231.779222017008,566.8124490828607,1,Refinancing,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Coronado,3793.0164579749485,538.9230159390978,1,Home purchase,0,Credit application incomplete,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,2594.5740297556013,399.0471322078011,1,Home purchase,0,Other,Female,White,Female,White,Not Hispanic or Latino
Coronado,3470.674739747704,588.3030822338021,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3770.4026917486567,179.68453782052103,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Coronado,3400.0882304808983,493.79683061988123,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Coronado,3396.740175913444,397.4007823028389,1,Refinancing,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3694.420633756458,519.0306829356662,1,Home purchase,0,Other,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3679.840419417206,708.0281365330891,1,Home purchase,0,Collateral,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,Asian,Hispanic or Latino
Coronado,4100.73895459291,377.95251084160583,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,2287.932717308592,405.92155509922037,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Coronado,3799.6650052270456,690.0414870760753,1,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3382.697434371016,735.1743343766138,1,Home purchase,0,Other,Female,White,Female,White,Not Hispanic or Latino
Coronado,2514.330283975384,642.6573484988652,1,Home improvement,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Coronado,2135.495809645583,448.4073157223862,1,Home purchase,0,Debt-to-income ratio,Female,White,Male,White,Not Hispanic or Latino
Coronado,3559.392628854589,625.1164261711176,1,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3415.9995289270205,541.7635315039818,1,Refinancing,1,,Male,Asian,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,2977.1509919001746,570.7181433165692,0,Refinancing,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,4004.382911850408,756.8083860700045,1,Refinancing,1,,Female,White,Male,Black or African American,Not Hispanic or Latino
Coronado,5268.014632509108,420.56794556104876,0,Home purchase,1,,Male,White,Female,Black or African American,Not Hispanic or Latino
Coronado,2654.5361541349494,528.2874468216592,1,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,2720.4740648598963,307.720313470582,1,Home purchase,0,Debt-to-income ratio,Female,White,Female,White,Not Hispanic or Latino
Coronado,3378.096366910384,571.8806903102347,1,Home purchase,0,Debt-to-income ratio,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,4178.442145898997,588.1027586334416,1,Home purchase,0,Other,No co-applicant,No co-applicant,Male,Asian,Not applicable
Coronado,1432.1534950269556,824.0702724863534,1,Home purchase,1,,Female,White,Male,Asian,Not applicable
Coronado,3136.625256500464,422.3024765862418,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Coronado,3214.015926801223,633.5674676058986,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Coronado,3480.334149137019,300.66759326850456,1,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Coronado,4561.772109150881,517.6356921736162,1,Refinancing,1,,Male,White,Male,White,Not Hispanic or Latino
Coronado,3505.686691165177,548.7217251360063,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,2149.640571908616,697.4089950192988,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,3088.2602140334607,428.2842215539644,1,Home purchase,0,Other,Female,White,Male,White,Hispanic or Latino
Coronado,4592.939140686121,613.4213539290682,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Coronado,3036.291187779927,532.5837624839571,1,Home purchase,0,Credit application incomplete,Female,White,Female,White,Not Hispanic or Latino
Coronado,2702.4286166281136,464.24350862778897,1,Home purchase,0,Credit history,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3334.116388695512,810.8245714534908,1,Home purchase,0,Debt-to-income ratio,No co-applicant,Not applicable,Female,White,Not Hispanic or Latino
Coronado,2626.3025674874493,486.64053476309675,0,Home purchase,0,Credit history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,Native Hawaiian or Other Pacific Islander,Not applicable
Coronado,2236.4536590214934,583.4908806195343,1,Home purchase,1,,No co-applicant,Not applicable,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,3971.0397192159508,427.65489917972286,1,Home purchase,0,Credit history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Coronado,3994.0146212208474,178.90306080552563,0,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Coronado,3157.012309688395,608.8605258634407,1,Refinancing,1,,Female,White,Female,White,Not Hispanic or Latino
Coronado,3379.750993037191,549.7015821914509,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Coronado,5052.762195066122,616.030533953058,1,Home purchase,0,Credit history,Female,White,Male,White,Not Hispanic or Latino
Coronado,2709.2264973783613,418.6737082449133,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Coronado,3320.0492786239734,423.5511193616023,1,Refinancing,1,,Female,White,Male,Black or African American,Not Hispanic or Latino
Coronado,2676.3264520272537,492.9650924651391,0,Home purchase,0,Debt-to-income ratio,No co-applicant,Not applicable,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Coronado,2858.5363259235614,476.92061014770746,1,Home purchase,1,,Male,Asian,Male,Asian,Not applicable
Coronado,4282.939936892937,549.18390367137,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Coronado,3191.213343844194,409.7347041159194,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Hispanic or Latino
Coronado,3874.547178052993,322.41446866209606,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Coronado,1629.2299563699464,591.565478100586,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
